userID,artistID,weight
703680,155818,218.37342055622716
801034,674816,289.2527073451542
872331,448393,496.60701626759516
975852,181501,467.73104840625473
563786,589532,222.9704693836958
680731,173540,197.19448319946008
580347,467336,1081.081803635469
510457,683627,613.0197237920472
427619,139708,424.5360175899074
582638,111351,250.20936886913984
677984,222168,160.94483645658374
763494,116583,390.51029029732535
565110,776827,180.7757117764031
229032,576192,175.87649451607788
789430,858686,57.900248060965886
792900,697735,127.43913367018776
806119,720021,145.30079360947468
185660,358492,637.4945453899635
703102,892846,999.1423788938935
886976,359964,215.24341670035435
228705,744225,584.1746809901416
685281,168036,239.8555319384788
457281,676985,511.98427620568276
687507,79564,185.84007891439578
976288,853711,928.2188093632057
834376,660710,689.2885710715084
652344,412048,268.01621559715437
567610,695522,619.2176403709859
757732,561824,458.2027972584069
880154,289302,566.3137858331802
87420,368515,197.8135537131595
656073,500298,408.4270588120637
233136,230551,381.5865198285629
23425,168259,542.1208010249909
267531,712748,513.9946247568125
500785,600576,124.80476855638608
464862,681692,39.13410666669456
175764,731273,81.3008643398241
485906,682351,245.7054109381037
564202,830738,417.12338494708087
39784,432562,73.51947180174014
708871,945506,194.24884008349233
960886,124092,788.6481358292353
617317,481574,170.42613961943727
432054,232504,336.7572567767276
888088,178147,222.79441481766418
827484,175115,445.5643115758175
101403,810856,338.96669891718824
198599,930630,487.0788930588947
184614,885751,186.57521742056628
168685,991132,178.5045338127648
360936,181501,48.28398905389002
594395,467336,362.814710390626
960230,944806,355.31551889626314
983077,453204,198.6949597942648
914527,19394,259.79753578091334
134594,361613,458.9095408830888
257737,322436,159.9811276829049
514611,742056,271.9296273348325
90287,46897,98.27562985872976
960206,155818,128.14696095863465
196165,323222,158.22463990345202
847891,545918,463.89780161838877
927322,634974,465.81457536542223
728367,610392,65.78967797463058
138760,354754,72.7246794888073
383577,43041,226.26785029246793
756469,203088,300.33098368773915
263144,419839,312.38955666972646
688290,810856,184.93905760877664
229999,173540,374.90797279531273
873523,71619,301.3745112468138
826268,477242,262.05469619550433
196767,405050,160.30534026538982
956139,429815,99.59661890247462
853921,247498,279.98456035150616
642482,209007,296.17201297139763
192054,947232,433.9510327517116
991436,950081,1067.816581936228
402936,359220,468.2974224754153
73483,343176,87.58743502108743
665395,696504,228.75182855228368
94128,191805,592.0287619961027
733443,784640,86.7932541736174
145024,149616,470.0684902425194
87420,357060,233.35637471672297
939428,443963,366.7360287669097
845022,172970,120.43259057946189
73989,442208,1018.6286788049954
748236,43055,325.923603005311
961715,780093,41.53487327259501
789805,753436,331.71503166782963
321379,361613,153.54564914922878
298171,137151,22.800547281082853
473629,964047,610.1085338210644
961018,278805,82.47813204006
922821,845427,635.1910933674628
746758,543648,217.49908799339985
199796,923116,226.4863477081199
567276,361613,594.3221018352162
787431,76576,172.580716976623
809388,421331,24.728590103819442
956839,530632,455.12013428790885
645071,272457,304.2588062970529
497095,958530,105.22087780351274
303215,325011,375.7460974432233
616654,166845,474.261429154138
402769,429117,227.7889674825171
387838,789786,571.8207050501043
280445,278805,327.10601682693306
921397,845427,306.0382235842637
5545,138995,298.6294650990544
269328,843807,58.09401283369239
815960,358032,85.68906471403496
581089,175115,336.5799867293473
258600,343176,392.16395886714514
826214,124092,372.7744522607202
511970,378771,206.6172766678678
930675,569289,295.6537350928665
235465,677576,417.60123796342856
826533,665162,462.70951815518777
63167,457602,283.10220236783385
749492,122935,221.22220928782988
115791,99737,169.1896466547103
348711,494777,178.30030846077386
457220,23763,667.6347539065558
87432,873790,241.13120168663275
878123,935585,96.82258618371063
749597,695522,710.4293048648369
155431,668467,353.55672683632156
843911,156463,267.22542411062244
733993,301921,384.73488666030477
173252,259282,248.14242972554877
304970,40691,810.4532520986265
667644,930577,43.59462270659783
291936,218845,182.64721732534545
853921,208721,402.738969601851
809698,172970,433.91646465934485
212905,342381,250.3034333566226
548651,879365,111.02170351405894
40242,332403,23.44623158443962
629589,440242,404.95887938380844
572442,926341,204.991485248254
862066,853711,463.6349499459142
690928,698415,313.07072405456233
880154,961450,423.2853151768551
838520,361613,454.6653166252327
950278,181501,240.10244978437294
705172,984203,242.0394421289831
525454,282435,558.0346036628591
94085,697735,296.30542897003704
742254,887902,250.13067230923113
204933,736860,141.1051881916071
418840,22989,88.71162659093928
459393,302116,169.9526183120529
387451,11502,505.9513721129942
127948,443525,222.55981400837481
162715,975724,323.4190823521841
233407,175115,103.54366808588044
720908,172767,415.1040100065944
738689,940986,55.83177022397757
443869,159780,281.71947425839386
965700,158396,75.46479872009729
760280,430087,747.1091532507227
535656,699356,193.38521054631974
545414,64135,352.89773002007666
706244,184702,122.87357834819927
14468,530577,444.38826996339
473629,831838,468.4657139984444
927895,156463,241.89231997835805
321379,569772,74.99736761080862
714063,444328,793.0198586991779
413789,442208,568.1255885650867
328648,442180,786.5668798902931
844831,825117,591.732658855059
652162,530577,515.535529204783
35301,581871,533.5294812403109
51309,200862,204.28989213333918
690928,622212,284.2455897128446
709789,569289,439.0158476442905
307077,853711,337.23154341926926
583366,322141,213.74758809332278
770147,964615,136.82077285473363
485327,530632,319.51141007168405
390708,919754,186.7438792710597
500243,580528,99.06286637948955
105101,155818,265.8142808034994
592059,835492,329.9649926351131
35301,19394,531.5111943006351
609299,513102,137.70548734101965
922821,222168,635.5987183857611
606675,118072,357.768099347669
388163,576534,247.35406710864348
292139,795806,191.74005697764258
428585,203088,199.59508699437924
921538,866793,625.652942749996
269980,545860,440.7310580272237
739689,443963,99.80664923472973
544870,62959,576.6913098553625
230844,30048,884.3388583483829
133694,429117,196.28548879746285
872098,65027,92.84507528784889
304321,88581,244.59770219895938
922821,670344,553.7992695969743
602086,417921,273.1840251169274
50241,929648,39.2727057661085
523601,940359,328.47003298231607
428998,477958,263.5817094264786
386252,490812,647.6452654430993
527585,530577,454.99603461192555
672075,203088,885.6979709709345
549879,719852,468.40374424865894
517910,853711,282.15599473165975
674938,923116,280.8120799293882
379468,839768,314.7964557691166
629329,359220,79.156794044721
738689,139708,60.32537737064856
